Timestamp,Central America,Africa,Middle East,Oceania,South America,Russia,Asia,Europe,North America
2024-07-13 19:20:00,82,114,782,110,2055,1509,3932,6522,5124
2024-07-13 19:30:00,82,114,779,105,2087,1509,3730,6544,5195
2024-07-13 19:40:00,81,113,779,102,2121,1480,3563,6522,5298
2024-07-13 19:50:00,81,110,787,101,2122,1448,3405,6487,5335
2024-07-13 20:00:00,81,110,787,101,2122,1421,3209,6378,5433
2024-07-13 20:10:00,82,110,776,98,2098,1390,3079,6313,5442
2024-07-13 20:20:00,84,108,770,96,2098,1366,2897,6225,5468
2024-07-13 20:30:00,84,105,747,96,2137,1331,2753,6160,5541
2024-07-13 20:40:00,87,103,742,97,2170,1277,2606,6017,5554
2024-07-13 20:50:00,90,102,735,97,2170,1257,2471,5903,5619
2024-07-13 21:00:00,90,102,724,99,2171,1213,2342,5769,5638
2024-07-13 21:10:00,88,102,723,102,2201,1184,2237,5588,5638
2024-07-13 21:20:00,87,101,720,109,2209,1147,2114,5408,5638
2024-07-13 21:30:00,85,99,714,109,2218,1109,2022,5277,5644
2024-07-13 21:40:00,82,98,699,118,2253,1067,1941,5124,5648
2024-07-13 21:50:00,82,94,693,118,2253,1030,1849,4921,5712
2024-07-13 22:00:00,84,90,685,125,2258,987,1793,4772,5743
2024-07-13 22:10:00,88,83,676,134,2287,955,1761,4629,5808
2024-07-13 22:20:00,91,83,663,149,2317,906,1720,4449,5808
2024-07-13 22:30:00,93,81,649,154,2317,871,1688,4279,5781
2024-07-13 22:40:00,98,81,642,157,2317,835,1666,4061,5751
2024-07-13 22:50:00,102,78,635,165,2337,806,1654,3936,5759
2024-07-13 23:00:00,102,76,630,178,2346,782,1666,3701,5748
2024-07-13 23:10:00,99,75,615,180,2349,744,1731,3529,5691
2024-07-13 23:20:00,99,74,615,195,2357,718,1750,3353,5685
2024-07-13 23:30:00,99,72,597,201,2357,686,1793,3151,5712
2024-07-13 23:40:00,100,72,594,216,2355,651,1883,3004,5753
2024-07-13 23:50:00,100,67,568,232,2318,626,2002,2852,5755
2024-07-14 00:00:00,101,67,559,250,2306,612,2149,2693,5766
2024-07-14 00:10:00,102,65,550,261,2301,585,2306,2558,5785
2024-07-14 00:20:00,101,63,539,272,2289,562,2506,2455,5939
2024-07-14 00:30:00,98,63,523,287,2269,542,2739,2321,5988
2024-07-14 00:40:00,98,63,509,292,2269,524,2953,2202,6032
2024-07-14 00:50:00,101,60,499,321,2250,499,3206,2072,6041
2024-07-14 01:00:00,101,57,487,323,2250,479,3491,1973,6122
2024-07-14 01:10:00,101,56,471,333,2226,459,3781,1856,6160
2024-07-14 01:20:00,102,53,462,342,2217,444,4043,1758,6189
2024-07-14 01:30:00,102,53,451,356,2212,433,4321,1667,6250
2024-07-14 01:40:00,99,51,425,369,2181,419,4625,1590,6315
2024-07-14 01:50:00,97,48,413,372,2163,402,4943,1487,6315
2024-07-14 02:00:00,97,48,403,374,2104,400,5274,1407,6325
2024-07-14 02:10:00,95,47,390,404,2096,394,5505,1332,6329
2024-07-14 02:20:00,96,47,386,409,2073,388,5754,1301,6329
2024-07-14 02:30:00,96,47,370,420,2052,388,5988,1237,6341
2024-07-14 02:40:00,97,44,356,430,1999,372,6240,1154,6325
2024-07-14 02:50:00,100,43,344,438,1973,372,6537,1122,6336
2024-07-14 03:00:00,97,41,332,438,1965,373,6813,1067,6327
2024-07-14 03:10:00,93,40,318,438,1914,373,7125,1019,6271
2024-07-14 03:20:00,93,39,308,453,1885,370,7327,966,6243
2024-07-14 03:30:00,93,39,298,454,1818,370,7534,935,6120
2024-07-14 03:40:00,93,39,284,459,1754,380,7733,902,6032
2024-07-14 03:50:00,93,38,282,459,1706,386,7924,855,5932
2024-07-14 04:00:00,88,36,281,462,1634,395,8155,842,5811
2024-07-14 04:10:00,88,36,275,466,1565,402,8315,826,5808
2024-07-14 04:20:00,87,36,270,471,1539,410,8515,815,5691
2024-07-14 04:30:00,87,35,267,478,1479,418,8619,815,5533
2024-07-14 04:40:00,86,35,266,478,1423,437,8720,813,5429
2024-07-14 04:50:00,82,35,264,479,1372,454,8934,806,5302
2024-07-14 05:00:00,81,37,261,489,1309,463,9103,817,5136
2024-07-14 05:10:00,81,37,256,491,1245,482,9232,829,5002
2024-07-14 05:20:00,79,37,256,504,1197,507,9431,859,4855
2024-07-14 05:30:00,75,38,264,509,1149,529,9584,910,4752
2024-07-14 05:40:00,74,39,267,516,1091,563,9696,936,4603
2024-07-14 05:50:00,68,41,270,517,1043,592,9882,970,4418
2024-07-14 06:00:00,66,41,277,517,992,604,9966,1032,4256
2024-07-14 06:10:00,63,42,280,520,930,624,10132,1119,4124
2024-07-14 06:20:00,62,43,281,522,870,651,10289,1200,3920
2024-07-14 06:30:00,62,45,284,534,814,683,10331,1265,3762
2024-07-14 06:40:00,59,47,296,537,775,710,10347,1371,3648
2024-07-14 06:50:00,54,48,311,535,739,737,10433,1496,3518
2024-07-14 07:00:00,51,50,320,540,702,779,10539,1605,3386
2024-07-14 07:10:00,50,50,329,540,668,828,10617,1724,3311
2024-07-14 07:20:00,50,54,337,530,624,874,10652,1894,3149
2024-07-14 07:30:00,49,55,352,521,583,910,10671,2048,2950
2024-07-14 07:40:00,49,59,360,530,536,955,10723,2211,2828
2024-07-14 07:50:00,46,61,381,530,507,974,10803,2406,2742
2024-07-14 08:00:00,43,66,398,533,470,995,10826,2538,2612
2024-07-14 08:10:00,43,67,404,534,440,1040,10867,2762,2538
2024-07-14 08:20:00,39,71,423,536,409,1069,10908,2913,2432
2024-07-14 08:30:00,37,73,442,536,390,1111,10908,3102,2287
2024-07-14 08:40:00,36,75,458,525,369,1147,10905,3286,2192
2024-07-14 08:50:00,35,75,467,522,349,1189,10893,3469,2115
2024-07-14 09:00:00,34,79,481,523,332,1231,10906,3630,2055
2024-07-14 09:10:00,33,83,495,507,309,1254,11029,3814,1970
2024-07-14 09:20:00,32,85,505,501,308,1295,11030,4028,1880
2024-07-14 09:30:00,32,89,516,495,295,1317,11043,4223,1786
2024-07-14 09:40:00,28,95,534,495,284,1333,11064,4396,1701
2024-07-14 09:50:00,26,95,548,487,273,1374,11008,4607,1656
2024-07-14 10:00:00,25,96,561,487,256,1414,11008,4742,1559
2024-07-14 10:10:00,25,99,582,478,252,1416,11002,4881,1529
2024-07-14 10:20:00,25,99,603,472,252,1427,11028,5036,1484
2024-07-14 10:30:00,24,98,611,458,252,1450,11033,5164,1423
2024-07-14 10:40:00,24,98,630,452,253,1467,11060,5260,1407
2024-07-14 10:50:00,24,99,638,446,260,1495,11060,5390,1358
2024-07-14 11:00:00,23,105,663,445,260,1496,11130,5422,1306
2024-07-14 11:10:00,22,107,664,439,272,1501,11153,5484,1300
2024-07-14 11:20:00,21,108,674,426,284,1505,11172,5590,1299
2024-07-14 11:30:00,20,108,678,419,300,1532,11223,5712,1300
2024-07-14 11:40:00,20,108,687,406,322,1548,11260,5734,1300
2024-07-14 11:50:00,22,108,691,396,334,1568,11292,5805,1303
2024-07-14 12:00:00,23,108,695,383,371,1583,11360,5896,1313
2024-07-14 12:10:00,23,109,717,377,397,1589,11426,5936,1320
2024-07-14 12:20:00,25,109,723,363,437,1590,11492,6041,1329
2024-07-14 12:30:00,27,108,731,356,468,1597,11520,6081,1362
2024-07-14 12:40:00,28,106,735,345,512,1606,11534,6157,1417
2024-07-14 12:50:00,27,106,734,340,559,1610,11590,6161,1461
2024-07-14 13:00:00,28,107,734,329,599,1617,11597,6208,1514
2024-07-14 13:10:00,28,108,736,322,651,1623,11605,6226,1589
2024-07-14 13:20:00,30,108,737,310,694,1633,11613,6254,1658
2024-07-14 13:30:00,31,106,743,308,742,1637,11662,6284,1736
2024-07-14 13:40:00,32,106,744,295,812,1638,11662,6327,1792
2024-07-14 13:50:00,33,108,753,272,869,1650,11566,6343,1910
2024-07-14 14:00:00,34,109,753,261,958,1650,11522,6370,2058
2024-07-14 14:10:00,36,109,755,256,1018,1650,11444,6370,2156
2024-07-14 14:20:00,40,110,755,243,1087,1657,11361,6370,2226
2024-07-14 14:30:00,42,112,764,234,1136,1657,11186,6394,2341
2024-07-14 14:40:00,46,114,765,223,1189,1652,10940,6459,2492
2024-07-14 14:50:00,48,114,766,213,1249,1648,10785,6470,2613
2024-07-14 15:00:00,51,114,778,203,1312,1648,10600,6470,2720
2024-07-14 15:10:00,51,116,778,192,1350,1647,10312,6448,2809
2024-07-14 15:20:00,53,115,773,189,1374,1647,9995,6422,2957
2024-07-14 15:30:00,53,116,771,181,1420,1647,9658,6422,3035
2024-07-14 15:40:00,57,117,771,171,1470,1650,9312,6478,3118
2024-07-14 15:50:00,59,120,773,163,1532,1650,8942,6530,3227
2024-07-14 16:00:00,61,120,773,158,1591,1666,8620,6536,3394
2024-07-14 16:10:00,63,118,769,157,1641,1666,8286,6536,3549
2024-07-14 16:20:00,68,113,769,152,1690,1663,7927,6513,3652
2024-07-14 16:30:00,69,113,779,147,1727,1660,7595,6467,3759
2024-07-14 16:40:00,69,111,779,138,1739,1653,7228,6467,3870
2024-07-14 16:50:00,70,111,771,131,1768,1640,6837,6496,3963
2024-07-14 17:00:00,74,110,768,128,1803,1633,6543,6507,4118
2024-07-14 17:10:00,77,112,762,123,1834,1623,6208,6507,4217
2024-07-14 17:20:00,80,110,762,123,1873,1616,5856,6498,4284
2024-07-14 17:30:00,80,107,762,119,1883,1606,5570,6470,4386
2024-07-14 17:40:00,84,106,765,112,1921,1593,5252,6459,4463
2024-07-14 17:50:00,85,105,771,107,1926,1580,4964,6441,4561
2024-07-14 18:00:00,84,103,765,107,1940,1580,4757,6436,4677
2024-07-14 18:10:00,84,103,767,107,1952,1598,4508,6401,4817
2024-07-14 18:20:00,83,101,759,103,1955,1598,4273,6392,4949
2024-07-14 18:30:00,83,103,760,99,1967,1577,4039,6373,5015
2024-07-14 18:40:00,87,101,759,96,1985,1551,3830,6254,5049
2024-07-14 18:50:00,87,97,758,96,2004,1533,3650,6214,5121
2024-07-14 19:00:00,87,95,751,93,2005,1514,3498,6170,5200
2024-07-14 19:10:00,85,91,739,92,2004,1474,3356,6055,5260
2024-07-14 19:20:00,82,89,719,88,1986,1448,3156,5860,5296
2024-07-14 19:30:00,82,88,706,85,1966,1405,2977,5630,5384
2024-07-14 19:40:00,84,83,701,83,1934,1386,2830,5475,5482
2024-07-14 19:50:00,84,80,700,83,1934,1358,2680,5352,5493
2024-07-14 20:00:00,85,79,692,83,1940,1323,2555,5310,5519
2024-07-14 20:10:00,85,79,688,82,1964,1302,2460,5301,5561
2024-07-14 20:20:00,85,78,679,82,1965,1249,2321,5091,5639
2024-07-14 20:30:00,85,74,651,83,1964,1215,2137,4911,5692
2024-07-14 20:40:00,86,74,639,84,1961,1168,2029,4733,5693
2024-07-14 20:50:00,87,72,628,84,1946,1119,1922,4525,5702
2024-07-14 21:00:00,87,72,626,86,1946,1063,1815,4256,5718
2024-07-14 21:10:00,88,71,626,91,2010,1058,1760,4256,5779
2024-07-14 21:20:00,88,71,642,91,2119,1022,1677,4248,5934
2024-07-14 21:30:00,91,72,643,94,2150,983,1607,4248,5951
2024-07-14 21:40:00,93,72,642,101,2203,939,1567,4188,6008
2024-07-14 21:50:00,95,69,636,102,2234,915,1513,4055,6053
2024-07-14 22:00:00,93,67,623,108,2269,871,1468,3915,6059
2024-07-14 22:10:00,93,65,609,117,2271,835,1437,3756,6090
2024-07-14 22:20:00,92,62,592,120,2287,794,1405,3573,6132
2024-07-14 22:30:00,93,60,583,128,2295,756,1390,3370,6132
2024-07-14 22:40:00,93,59,572,136,2295,712,1355,3200,6189
2024-07-14 22:50:00,93,57,566,136,2289,686,1355,3074,6226
2024-07-14 23:00:00,96,56,557,142,2284,665,1385,2917,6237
2024-07-14 23:10:00,96,55,556,150,2275,634,1414,2754,6237
2024-07-14 23:20:00,95,54,542,159,2275,607,1472,2577,6225
2024-07-14 23:30:00,95,53,534,168,2275,584,1545,2439,6225
2024-07-14 23:40:00,95,52,521,176,2221,563,1606,2313,6274
2024-07-14 23:50:00,94,52,511,181,2216,535,1719,2187,6339
2024-07-15 00:00:00,94,50,500,182,2212,514,1846,2071,6378
2024-07-15 00:10:00,95,48,490,190,2160,507,2000,1963,6362
2024-07-15 00:20:00,98,46,489,194,2140,496,2157,1865,6389
2024-07-15 00:30:00,95,46,482,198,2094,468,2367,1780,6389
2024-07-15 00:40:00,95,44,465,205,2067,447,2555,1686,6426
2024-07-15 00:50:00,95,44,440,217,2026,427,2741,1591,6430
2024-07-15 01:00:00,97,44,434,224,1976,418,2949,1497,6430
2024-07-15 01:10:00,97,44,424,227,1936,404,3164,1431,6420
2024-07-15 01:20:00,94,43,405,233,1895,388,3388,1355,6410
2024-07-15 01:30:00,91,41,401,238,1844,385,3623,1270,6370
2024-07-15 01:40:00,91,40,381,241,1756,371,3799,1202,6334
2024-07-15 01:50:00,92,38,374,243,1671,361,3987,1156,6267
2024-07-15 02:00:00,92,37,360,248,1616,351,4126,1111,6207
2024-07-15 02:10:00,91,36,357,255,1554,350,4311,1050,6152
2024-07-15 02:20:00,89,35,347,255,1550,348,4535,1012,6131
2024-07-15 02:30:00,88,34,343,255,1519,340,4711,982,6080
2024-07-15 02:40:00,85,33,323,263,1505,337,4894,919,6019
2024-07-15 02:50:00,83,33,314,266,1443,335,5114,889,5964
2024-07-15 03:00:00,81,33,300,270,1400,335,5246,835,5861
2024-07-15 03:10:00,77,33,290,275,1319,336,5371,804,5723
2024-07-15 03:20:00,76,31,289,279,1247,336,5526,773,5609
2024-07-15 03:30:00,72,31,280,284,1147,336,5624,747,5460
2024-07-15 03:40:00,72,30,267,288,1109,345,5777,717,5387
2024-07-15 03:50:00,70,29,265,298,1060,356,5885,704,5311
2024-07-15 04:00:00,67,29,263,312,1029,365,6057,683,5163
2024-07-15 04:10:00,65,29,260,315,970,366,6159,683,5050
2024-07-15 04:20:00,65,29,248,317,952,379,6273,688,4880
2024-07-15 04:30:00,66,29,247,321,952,389,6446,691,4798
2024-07-15 04:40:00,69,29,245,321,952,402,6586,691,4753
2024-07-15 04:50:00,68,29,247,326,903,416,6726,699,4577
2024-07-15 05:00:00,65,30,247,343,860,433,6881,709,4410
2024-07-15 05:10:00,62,31,251,344,832,456,7005,727,4302
2024-07-15 05:20:00,60,32,254,349,792,484,7095,773,4130
2024-07-15 05:30:00,59,34,255,357,781,499,7206,804,3977
2024-07-15 05:40:00,58,34,254,366,740,511,7321,835,3801
2024-07-15 05:50:00,57,36,253,366,716,531,7350,873,3637
2024-07-15 06:00:00,56,36,253,375,669,559,7375,916,3481
2024-07-15 06:10:00,51,36,258,398,624,575,7481,984,3397
2024-07-15 06:20:00,49,36,267,398,575,597,7555,1066,3250
2024-07-15 06:30:00,46,38,271,398,550,631,7673,1133,3073
2024-07-15 06:40:00,45,39,282,408,521,656,7755,1210,2958
2024-07-15 06:50:00,43,40,290,417,490,672,7828,1307,2808
2024-07-15 07:00:00,41,41,300,426,480,707,7833,1389,2721
2024-07-15 07:10:00,41,44,311,427,449,746,7902,1474,2646
2024-07-15 07:20:00,39,46,318,438,416,777,7920,1572,2509
2024-07-15 07:30:00,39,47,330,443,402,819,7993,1677,2378
2024-07-15 07:40:00,36,47,333,454,385,840,8006,1777,2272
2024-07-15 07:50:00,34,47,347,468,355,860,8082,1862,2190
2024-07-15 08:00:00,30,49,355,473,336,890,8102,1949,2123
2024-07-15 08:10:00,28,49,368,474,318,900,8198,2044,2072
2024-07-15 08:20:00,27,49,385,480,298,925,8248,2183,1998
2024-07-15 08:30:00,25,49,394,476,278,956,8268,2306,1865
2024-07-15 08:40:00,24,53,417,476,263,965,8276,2401,1815
2024-07-15 08:50:00,24,54,433,476,255,995,8349,2486,1758
2024-07-15 09:00:00,23,55,442,476,245,1035,8460,2595,1677
2024-07-15 09:10:00,21,59,452,475,231,1055,8503,2686,1620
2024-07-15 09:20:00,20,60,476,472,225,1069,8519,2773,1543
2024-07-15 09:30:00,19,60,488,472,216,1088,8592,2911,1491
2024-07-15 09:40:00,19,62,500,472,212,1089,8731,2977,1424
2024-07-15 09:50:00,20,62,506,468,197,1110,8828,3027,1402
2024-07-15 10:00:00,20,62,519,463,196,1127,8926,3140,1343
2024-07-15 10:10:00,20,63,535,459,196,1138,9005,3231,1314
2024-07-15 10:20:00,19,68,552,449,199,1154,9067,3287,1293
2024-07-15 10:30:00,18,68,556,448,209,1167,9231,3362,1240
2024-07-15 10:40:00,17,66,578,445,215,1178,9420,3437,1211
2024-07-15 10:50:00,17,66,582,434,221,1184,9561,3518,1190
2024-07-15 11:00:00,17,68,592,426,236,1201,9703,3577,1159
2024-07-15 11:10:00,16,69,603,422,247,1217,9877,3620,1147
2024-07-15 11:20:00,16,68,604,420,253,1240,9971,3695,1139
2024-07-15 11:30:00,16,68,615,408,261,1261,10090,3766,1139
2024-07-15 11:40:00,17,66,629,407,276,1261,10209,3866,1173
2024-07-15 11:50:00,17,66,637,396,306,1269,10339,3923,1173
2024-07-15 12:00:00,18,66,637,388,333,1294,10469,3978,1181
2024-07-15 12:10:00,18,68,637,374,353,1295,10642,4017,1201
2024-07-15 12:20:00,18,69,646,363,369,1295,10831,4075,1220
2024-07-15 12:30:00,19,69,658,351,405,1299,10835,4153,1232
2024-07-15 12:40:00,19,69,666,344,427,1316,10923,4230,1287
2024-07-15 12:50:00,22,73,677,336,456,1330,11052,4271,1319
2024-07-15 13:00:00,22,75,681,317,472,1330,11089,4300,1381
2024-07-15 13:10:00,24,76,683,314,498,1330,11094,4320,1437
2024-07-15 13:20:00,25,79,695,302,528,1338,11089,4376,1475
2024-07-15 13:30:00,25,80,695,292,558,1349,11066,4465,1517
2024-07-15 13:40:00,26,80,697,278,594,1364,10988,4527,1576
2024-07-15 13:50:00,31,84,700,263,623,1379,10901,4578,1641
2024-07-15 14:00:00,34,85,708,249,670,1379,10859,4709,1695
2024-07-15 14:10:00,35,85,709,247,697,1379,10846,4772,1783
2024-07-15 14:20:00,35,85,714,234,721,1382,10721,4821,1801
2024-07-15 14:30:00,37,87,713,226,770,1397,10589,4850,1864
2024-07-15 14:40:00,37,87,713,215,809,1427,10462,4896,1923
2024-07-15 14:50:00,37,88,713,198,841,1455,10186,5039,1983
2024-07-15 15:00:00,37,86,720,190,855,1458,9987,5120,2063
2024-07-15 15:10:00,41,88,726,187,904,1459,9666,5150,2151
2024-07-15 15:20:00,43,89,726,179,942,1470,9362,5282,2210
2024-07-15 15:30:00,43,91,726,173,985,1481,9083,5365,2259
2024-07-15 15:40:00,43,94,736,161,1011,1488,8754,5421,2336
2024-07-15 15:50:00,43,96,745,159,1032,1500,8473,5554,2410
2024-07-15 16:00:00,44,102,745,154,1053,1540,8150,5655,2470
2024-07-15 16:10:00,44,102,742,146,1059,1540,7837,5686,2554
2024-07-15 16:20:00,44,102,742,141,1084,1516,7429,5703,2645
2024-07-15 16:30:00,45,101,743,139,1121,1516,7159,5757,2674
2024-07-15 16:40:00,51,100,751,133,1132,1547,6689,5824,2771
2024-07-15 16:50:00,51,100,751,127,1168,1558,6350,5876,2851
2024-07-15 17:00:00,51,102,751,118,1186,1576,6038,5949,2935
2024-07-15 17:10:00,52,102,751,118,1215,1576,5675,5972,3003
2024-07-15 17:20:00,54,103,759,115,1260,1567,5408,6045,3058
2024-07-15 17:30:00,55,103,759,113,1278,1537,5140,6120,3172
2024-07-15 17:40:00,57,103,760,110,1289,1522,4849,6172,3221
2024-07-15 17:50:00,57,105,760,106,1299,1522,4622,6231,3299
2024-07-15 18:00:00,57,103,760,102,1326,1521,4363,6276,3347
2024-07-15 18:10:00,57,103,763,101,1350,1521,4141,6328,3423
2024-07-15 18:20:00,56,99,756,99,1372,1521,3891,6330,3492
2024-07-15 18:30:00,58,98,759,93,1374,1525,3673,6350,3499
2024-07-15 18:40:00,58,99,757,90,1379,1525,3502,6370,3593
2024-07-15 18:50:00,60,98,757,90,1376,1477,3301,6412,3691
2024-07-15 19:00:00,60,98,751,90,1396,1465,3158,6438,3727
2024-07-15 19:10:00,59,95,738,90,1439,1441,3001,6444,3757
2024-07-15 19:20:00,59,94,738,85,1454,1434,2864,6444,3863
2024-07-15 19:30:00,61,91,737,83,1491,1409,2708,6403,3890
2024-07-15 19:40:00,61,90,733,83,1496,1389,2563,6328,3966
2024-07-15 19:50:00,61,90,727,85,1508,1365,2450,6198,4028
2024-07-15 20:00:00,65,88,725,85,1522,1337,2305,6117,4071
2024-07-15 20:10:00,65,86,720,84,1524,1306,2198,5969,4101
2024-07-15 20:20:00,65,85,708,84,1540,1273,2093,5796,4184
2024-07-15 20:30:00,69,82,691,84,1600,1205,1990,5704,4278
2024-07-15 20:40:00,69,82,683,84,1617,1157,1878,5561,4403
2024-07-15 20:50:00,67,79,662,84,1638,1126,1810,5433,4447
2024-07-15 21:00:00,66,77,656,85,1672,1089,1717,5236,4469
2024-07-15 21:10:00,65,75,645,88,1710,1035,1644,5044,4534
2024-07-15 21:20:00,66,72,644,88,1749,1008,1568,4849,4615
2024-07-15 21:30:00,67,70,633,89,1841,978,1521,4642,4720
2024-07-15 21:40:00,69,68,626,91,1889,944,1467,4459,4812
2024-07-15 21:50:00,73,67,626,98,1949,910,1425,4249,4904
2024-07-15 22:00:00,74,67,622,106,1994,866,1342,4049,5012
2024-07-15 22:10:00,74,66,609,112,2045,830,1331,3837,5033
2024-07-15 22:20:00,75,66,602,115,2067,774,1311,3641,5158
2024-07-15 22:30:00,74,66,585,124,2122,736,1298,3447,5258
2024-07-15 22:40:00,76,62,563,130,2178,706,1269,3271,5308
2024-07-15 22:50:00,78,62,547,132,2217,685,1269,3112,5409
2024-07-15 23:00:00,81,59,544,139,2221,651,1310,2967,5521
2024-07-15 23:10:00,82,58,541,146,2238,620,1324,2764,5587
2024-07-15 23:20:00,82,58,537,151,2246,601,1373,2635,5597
2024-07-15 23:30:00,83,54,521,152,2259,572,1435,2475,5642
2024-07-15 23:40:00,83,54,502,159,2280,546,1511,2341,5701
2024-07-15 23:50:00,84,50,493,162,2294,510,1611,2183,5777
2024-07-16 00:00:00,84,49,489,175,2297,485,1737,2055,5829
2024-07-16 00:10:00,83,48,488,177,2304,476,1863,1984,5882
2024-07-16 00:20:00,83,47,487,180,2304,463,2028,1873,5902
2024-07-16 00:30:00,87,47,473,190,2291,443,2185,1774,5915
2024-07-16 00:40:00,90,47,447,197,2281,415,2341,1673,6038
2024-07-16 00:50:00,90,46,438,197,2280,407,2538,1575,6085
2024-07-16 01:00:00,92,43,431,200,2262,393,2753,1513,6132
2024-07-16 01:10:00,92,42,414,205,2240,375,2938,1441,6185
2024-07-16 01:20:00,91,40,404,212,2236,371,3151,1367,6200
2024-07-16 01:30:00,91,41,396,221,2166,361,3345,1297,6200
2024-07-16 01:40:00,92,40,387,223,2131,353,3569,1223,6189
2024-07-16 01:50:00,97,40,383,227,2095,340,3783,1156,6157
2024-07-16 02:00:00,100,39,365,238,2064,335,3942,1101,6099
2024-07-16 02:10:00,100,38,355,239,2023,330,4125,1054,6039
2024-07-16 02:20:00,95,36,347,242,1989,328,4306,1029,6005
2024-07-16 02:30:00,93,36,339,242,1897,317,4427,984,5946
2024-07-16 02:40:00,89,36,328,250,1834,314,4585,921,5912
2024-07-16 02:50:00,88,36,316,251,1775,314,4785,875,5881
2024-07-16 03:00:00,86,35,305,261,1706,321,4989,838,5759
2024-07-16 03:10:00,83,34,292,272,1625,324,5132,813,5703
2024-07-16 03:20:00,82,34,286,272,1567,326,5341,798,5558
2024-07-16 03:30:00,82,33,276,273,1517,329,5481,771,5463
2024-07-16 03:40:00,82,32,271,273,1458,334,5635,727,5383
2024-07-16 03:50:00,80,32,264,282,1427,349,5753,717,5237
2024-07-16 04:00:00,82,34,254,291,1363,361,5907,707,5059
2024-07-16 04:10:00,80,34,251,300,1294,372,6038,696,5010
2024-07-16 04:20:00,78,30,245,302,1235,376,6120,680,4883
2024-07-16 04:30:00,78,29,244,307,1179,389,6254,680,4764
2024-07-16 04:40:00,76,29,242,312,1136,399,6384,690,4613
2024-07-16 04:50:00,74,29,244,312,1070,408,6500,696,4502
2024-07-16 05:00:00,70,29,243,320,1018,424,6628,708,4348
2024-07-16 05:10:00,69,30,245,328,969,450,6806,730,4263
2024-07-16 05:20:00,64,32,250,328,920,461,6833,776,4089
2024-07-16 05:30:00,63,33,251,330,864,481,6881,809,3865
2024-07-16 05:40:00,60,35,253,331,815,508,6926,832,3695
2024-07-16 05:50:00,58,35,259,349,773,523,7050,878,3646
2024-07-16 06:00:00,58,36,266,365,723,549,7129,928,3507
2024-07-16 06:10:00,57,37,273,370,689,573,7202,980,3409
2024-07-16 06:20:00,56,38,290,375,639,594,7341,1065,3292
2024-07-16 06:30:00,52,38,295,385,618,606,7396,1129,3135
2024-07-16 06:40:00,49,39,296,390,587,630,7453,1190,3016
2024-07-16 06:50:00,46,43,299,405,554,656,7569,1288,2886
2024-07-16 07:00:00,45,44,310,408,520,686,7667,1358,2800
2024-07-16 07:10:00,44,45,317,431,471,710,7724,1430,2682
2024-07-16 07:20:00,37,45,323,447,445,741,7763,1522,2542
2024-07-16 07:30:00,37,50,327,452,432,773,7802,1601,2454
2024-07-16 07:40:00,36,50,330,464,403,810,7842,1702,2308
2024-07-16 07:50:00,32,49,343,464,382,826,7905,1799,2216
2024-07-16 08:00:00,32,49,351,468,352,841,8008,1893,2102
2024-07-16 08:10:00,30,49,362,470,331,863,8064,2005,2038
2024-07-16 08:20:00,29,49,372,474,310,884,8134,2141,1982
2024-07-16 08:30:00,28,51,389,475,291,916,8151,2247,1909
2024-07-16 08:40:00,26,51,407,486,285,945,8197,2332,1825
2024-07-16 08:50:00,24,51,421,487,275,961,8197,2419,1748
2024-07-16 09:00:00,24,51,421,487,259,974,8311,2519,1695
2024-07-16 09:10:00,23,51,426,487,253,998,8374,2597,1651
2024-07-16 09:20:00,22,53,442,483,243,1024,8458,2744,1606
2024-07-16 09:30:00,20,53,451,482,235,1059,8526,2833,1515
2024-07-16 09:40:00,19,55,458,482,225,1073,8615,2910,1445
2024-07-16 09:50:00,18,56,471,477,225,1091,8691,3011,1413
2024-07-16 10:00:00,17,56,471,472,224,1110,8822,3094,1363
2024-07-16 10:10:00,16,57,481,471,225,1123,8921,3170,1325
2024-07-16 10:20:00,16,58,503,462,226,1130,8974,3230,1302
2024-07-16 10:30:00,16,59,515,451,234,1149,9127,3299,1289
2024-07-16 10:40:00,17,62,520,444,236,1149,9216,3384,1256
2024-07-16 10:50:00,17,62,525,443,242,1159,9343,3457,1212
2024-07-16 11:00:00,17,62,532,431,250,1168,9606,3493,1169
2024-07-16 11:10:00,17,63,535,424,263,1172,9729,3574,1152
2024-07-16 11:20:00,17,64,538,424,288,1179,9864,3623,1147
2024-07-16 11:30:00,19,65,561,420,310,1206,9983,3688,1138
2024-07-16 11:40:00,19,67,571,402,326,1223,10122,3762,1138
2024-07-16 11:50:00,20,67,579,399,348,1237,10345,3844,1139
2024-07-16 12:00:00,20,67,580,392,364,1246,10420,3889,1141
2024-07-16 12:10:00,20,67,580,388,381,1256,10488,3890,1199
2024-07-16 12:20:00,20,68,589,374,405,1256,10626,3989,1234
2024-07-16 12:30:00,21,69,593,373,430,1256,10786,4045,1250
2024-07-16 12:40:00,21,70,598,348,459,1256,10837,4108,1275
2024-07-16 12:50:00,21,72,604,347,480,1251,10873,4203,1301
2024-07-16 13:00:00,20,77,605,326,512,1262,10919,4251,1337
2024-07-16 13:10:00,20,77,605,321,542,1267,10958,4264,1385
2024-07-16 13:20:00,23,78,605,306,577,1275,10984,4297,1429
2024-07-16 13:30:00,25,78,619,290,614,1288,10984,4364,1477
2024-07-16 13:40:00,27,78,632,286,645,1293,10966,4405,1527
